batch_id,time_step_min,reaction_conversion_pct,time_to_endpoint_min
113,0,0.0,224.0
113,1,0.0,224.0
113,2,0.0,224.0
113,3,0.0,224.0
113,4,0.0,224.0
113,5,0.0,224.0
113,6,0.0,224.0
113,7,0.0,224.0
113,8,0.0,224.0
113,9,0.0,224.0
113,10,0.0,224.0
113,11,0.0,224.0
113,12,0.0,224.0
113,13,0.0,224.0
113,14,0.0,224.0
113,15,0.0,224.0
113,16,0.0,224.0
113,17,0.0,224.0
113,18,0.0,224.0
113,19,0.0,224.0
113,20,0.0,224.0
113,21,0.0,224.0
113,22,0.0,224.0
113,23,0.0,224.0
113,24,0.0,224.0
113,25,0.0,224.0
113,26,0.0,224.0
113,27,0.0,224.0
113,28,0.0,224.0
113,29,0.0,224.0
113,30,0.0,224.0
113,31,0.0,224.0
113,32,0.0,224.0
113,33,0.0,224.0
113,34,0.0,224.0
113,35,0.0,224.0
113,36,0.0,224.0
113,37,0.0,224.0
113,38,0.0,224.0
113,39,0.0,224.0
113,40,0.0,224.0
113,41,0.0,224.0
113,42,0.0,224.0
113,43,0.0,224.0
113,44,0.0,224.0
113,45,0.0,224.0
113,46,0.0,224.0
113,47,0.0,224.0
113,48,0.0,224.0
113,49,0.0,224.0
113,50,0.0,224.0
113,51,0.0,224.0
113,52,0.0,224.0
113,53,0.0,224.0
113,54,0.0,224.0
113,55,0.0,224.0
113,56,0.0,224.0
113,57,0.0,224.0
113,58,0.0,224.0
113,59,0.0,224.0
113,60,0.0,224.0
113,61,0.0,224.0
113,62,0.0,224.0
113,63,0.0,224.0
113,64,0.0,224.0
113,65,0.0,224.0
113,66,0.0,224.0
113,67,0.0,224.0
113,68,0.0,224.0
113,69,0.0,224.0
113,70,0.0,224.0
113,71,0.0,224.0
113,72,0.0,224.0
113,73,0.0,224.0
113,74,0.0,224.0
113,75,0.0,224.0
113,76,0.0,224.0
113,77,0.0,224.0
113,78,0.0,224.0
113,79,0.0,224.0
113,80,0.0,224.0
113,81,0.0,224.0
113,82,0.0,224.0
113,83,0.0,224.0
113,84,0.0,224.0
113,85,0.0,224.0
113,86,0.0,224.0
113,87,0.0,224.0
113,88,0.0,224.0
113,89,0.0,224.0
113,90,0.0,224.0
113,91,0.0,224.0
113,92,0.0,224.0
113,93,0.0,224.0
113,94,0.0,224.0
113,95,0.0,224.0
113,96,0.0,224.0
113,97,0.0,224.0
113,98,0.0,224.0
113,99,0.0,224.0
113,100,0.0,224.0
113,101,0.0,224.0
113,102,0.0,224.0
113,103,0.0,224.0
113,104,0.0,224.0
113,105,0.0,224.0
113,106,0.0,224.0
113,107,0.0,224.0
113,108,0.0,224.0
113,109,0.0,224.0
113,110,0.0,224.0
113,111,0.0,224.0
113,112,0.0,224.0
113,113,0.0,224.0
113,114,0.0,224.0
113,115,0.0,224.0
113,116,0.0,224.0
113,117,0.0,224.0
113,118,0.0,224.0
113,119,0.0,224.0
113,120,0.0,224.0
113,121,0.0,224.0
113,122,0.0,224.0
113,123,0.0,224.0
113,124,0.0,224.0
113,125,0.0,224.0
113,126,0.0,224.0
113,127,0.0,224.0
113,128,0.0,224.0
113,129,0.0,224.0
113,130,0.0,224.0
113,131,0.0,224.0
113,132,0.0,224.0
113,133,0.0,224.0
113,134,0.0,224.0
113,135,0.0,224.0
113,136,0.2667,224.0
113,137,0.6968,224.0
113,138,1.2345,224.0
113,139,1.8761,224.0
113,140,2.5803,224.0
113,141,3.3307,224.0
113,142,4.2048,224.0
113,143,5.2637,224.0
113,144,6.4051,224.0
113,145,7.5469,224.0
113,146,8.6888,224.0
113,147,9.8308,224.0
113,148,10.973,224.0
113,149,12.1154,224.0
113,150,13.2579,224.0
113,151,14.4005,224.0
113,152,15.5433,224.0
113,153,16.6862,224.0
113,154,17.8292,224.0
113,155,18.9723,224.0
113,156,20.1155,224.0
113,157,21.2589,224.0
113,158,22.4023,224.0
113,159,23.5458,224.0
113,160,24.6894,224.0
113,161,25.8332,224.0
113,162,26.9769,224.0
113,163,28.1208,224.0
113,164,29.2648,224.0
113,165,30.4088,224.0
113,166,31.5529,224.0
113,167,32.6971,224.0
113,168,33.8413,224.0
113,169,34.9857,224.0
113,170,36.1301,224.0
113,171,37.2745,224.0
113,172,38.419,224.0
113,173,39.5636,224.0
113,174,40.7083,224.0
113,175,41.853,224.0
113,176,42.9977,224.0
113,177,44.1426,224.0
113,178,45.2875,224.0
113,179,46.4324,224.0
113,180,47.5774,224.0
113,181,48.7224,224.0
113,182,49.8675,224.0
113,183,51.0127,224.0
113,184,52.1579,224.0
113,185,53.3031,224.0
113,186,54.4484,224.0
113,187,55.5938,224.0
113,188,56.7392,224.0
113,189,57.8846,224.0
113,190,59.0301,224.0
113,191,60.1756,224.0
113,192,61.3212,224.0
113,193,62.4668,224.0
113,194,63.6125,224.0
113,195,64.7582,224.0
113,196,65.904,224.0
113,197,67.0497,224.0
113,198,68.1956,224.0
113,199,69.3415,224.0
113,200,70.4874,224.0
113,201,71.6333,224.0
113,202,72.7793,224.0
