batch_id,time_step_min,reaction_conversion_pct,time_to_endpoint_min
19,0,0.0,220.0
19,1,0.0,220.0
19,2,0.0,220.0
19,3,0.0,220.0
19,4,0.0,220.0
19,5,0.0,220.0
19,6,0.0,220.0
19,7,0.0,220.0
19,8,0.0,220.0
19,9,0.0,220.0
19,10,0.0,220.0
19,11,0.0,220.0
19,12,0.0,220.0
19,13,0.0,220.0
19,14,0.0,220.0
19,15,0.0,220.0
19,16,0.0,220.0
19,17,0.0,220.0
19,18,0.0,220.0
19,19,0.0,220.0
19,20,0.0,220.0
19,21,0.0,220.0
19,22,0.0,220.0
19,23,0.0,220.0
19,24,0.0,220.0
19,25,0.0,220.0
19,26,0.0,220.0
19,27,0.0,220.0
19,28,0.0,220.0
19,29,0.0,220.0
19,30,0.0,220.0
19,31,0.0,220.0
19,32,0.0,220.0
19,33,0.0,220.0
19,34,0.0,220.0
19,35,0.0,220.0
19,36,0.0,220.0
19,37,0.0,220.0
19,38,0.0,220.0
19,39,0.0,220.0
19,40,0.0,220.0
19,41,0.0,220.0
19,42,0.0,220.0
19,43,0.0,220.0
19,44,0.0,220.0
19,45,0.0,220.0
19,46,0.0,220.0
19,47,0.0,220.0
19,48,0.0,220.0
19,49,0.0,220.0
19,50,0.0,220.0
19,51,0.0,220.0
19,52,0.0,220.0
19,53,0.0,220.0
19,54,0.0,220.0
19,55,0.0,220.0
19,56,0.0,220.0
19,57,0.0,220.0
19,58,0.0,220.0
19,59,0.0,220.0
19,60,0.0,220.0
19,61,0.0,220.0
19,62,0.0,220.0
19,63,0.0,220.0
19,64,0.0,220.0
19,65,0.0,220.0
19,66,0.0,220.0
19,67,0.0,220.0
19,68,0.0,220.0
19,69,0.0,220.0
19,70,0.0,220.0
19,71,0.0,220.0
19,72,0.0,220.0
19,73,0.0,220.0
19,74,0.0,220.0
19,75,0.0,220.0
19,76,0.0,220.0
19,77,0.0,220.0
19,78,0.0,220.0
19,79,0.0,220.0
19,80,0.0,220.0
19,81,0.0,220.0
19,82,0.0,220.0
19,83,0.0,220.0
19,84,0.0,220.0
19,85,0.0,220.0
19,86,0.0,220.0
19,87,0.0,220.0
19,88,0.0,220.0
19,89,0.0,220.0
19,90,0.0,220.0
19,91,0.0,220.0
19,92,0.0,220.0
19,93,0.0,220.0
19,94,0.0,220.0
19,95,0.0,220.0
19,96,0.0,220.0
19,97,0.0,220.0
19,98,0.0,220.0
19,99,0.0,220.0
19,100,0.0,220.0
19,101,0.0,220.0
19,102,0.0,220.0
19,103,0.0,220.0
19,104,0.0,220.0
19,105,0.0,220.0
19,106,0.0,220.0
19,107,0.0,220.0
19,108,0.0,220.0
19,109,0.0,220.0
19,110,0.0,220.0
19,111,0.0,220.0
19,112,0.0,220.0
19,113,0.0,220.0
