batch_id,time_step_min,reaction_conversion_pct,time_to_endpoint_min
96,0,0.0,224.0
96,1,0.0,224.0
96,2,0.0,224.0
96,3,0.0,224.0
96,4,0.0,224.0
96,5,0.0,224.0
96,6,0.0,224.0
96,7,0.0,224.0
96,8,0.0,224.0
96,9,0.0,224.0
96,10,0.0,224.0
96,11,0.0,224.0
96,12,0.0,224.0
96,13,0.0,224.0
96,14,0.0,224.0
96,15,0.0,224.0
96,16,0.0,224.0
96,17,0.0,224.0
96,18,0.0,224.0
96,19,0.0,224.0
96,20,0.0,224.0
96,21,0.0,224.0
96,22,0.0,224.0
96,23,0.0,224.0
96,24,0.0,224.0
96,25,0.0,224.0
96,26,0.0,224.0
96,27,0.0,224.0
96,28,0.0,224.0
96,29,0.0,224.0
96,30,0.0,224.0
96,31,0.0,224.0
96,32,0.0,224.0
96,33,0.0,224.0
96,34,0.0,224.0
96,35,0.0,224.0
96,36,0.0,224.0
96,37,0.0,224.0
96,38,0.0,224.0
96,39,0.0,224.0
96,40,0.0,224.0
96,41,0.0,224.0
96,42,0.0,224.0
96,43,0.0,224.0
96,44,0.0,224.0
96,45,0.0,224.0
96,46,0.0,224.0
96,47,0.0,224.0
96,48,0.0,224.0
96,49,0.0,224.0
96,50,0.0,224.0
96,51,0.0,224.0
96,52,0.0,224.0
96,53,0.0,224.0
96,54,0.0,224.0
96,55,0.0,224.0
96,56,0.0,224.0
96,57,0.0,224.0
96,58,0.0,224.0
96,59,0.0,224.0
96,60,0.0,224.0
96,61,0.0,224.0
96,62,0.0,224.0
96,63,0.0,224.0
96,64,0.0,224.0
96,65,0.0,224.0
96,66,0.0,224.0
96,67,0.0,224.0
96,68,0.0,224.0
96,69,0.0,224.0
96,70,0.0,224.0
96,71,0.0,224.0
96,72,0.0,224.0
96,73,0.0,224.0
96,74,0.0,224.0
96,75,0.0,224.0
96,76,0.0,224.0
96,77,0.0,224.0
96,78,0.0,224.0
96,79,0.0,224.0
96,80,0.0,224.0
96,81,0.0,224.0
96,82,0.0,224.0
96,83,0.0,224.0
96,84,0.0,224.0
96,85,0.0,224.0
96,86,0.0,224.0
96,87,0.0,224.0
96,88,0.0,224.0
96,89,0.0,224.0
96,90,0.0,224.0
96,91,0.0,224.0
96,92,0.0,224.0
96,93,0.0,224.0
96,94,0.0,224.0
96,95,0.0,224.0
96,96,0.0,224.0
96,97,0.0,224.0
96,98,0.0,224.0
96,99,0.0,224.0
96,100,0.0,224.0
96,101,0.0,224.0
96,102,0.0,224.0
96,103,0.0,224.0
96,104,0.0,224.0
96,105,0.0,224.0
96,106,0.0,224.0
96,107,0.0,224.0
96,108,0.0,224.0
96,109,0.0,224.0
96,110,0.0,224.0
96,111,0.0,224.0
96,112,0.0,224.0
96,113,0.0,224.0
96,114,0.0,224.0
96,115,0.0,224.0
96,116,0.0,224.0
96,117,0.0,224.0
96,118,0.0,224.0
96,119,0.0,224.0
96,120,0.0,224.0
96,121,0.0,224.0
96,122,0.0,224.0
96,123,0.0,224.0
96,124,0.0,224.0
96,125,0.0,224.0
96,126,0.0,224.0
96,127,0.0,224.0
96,128,0.0,224.0
96,129,0.0,224.0
96,130,0.0,224.0
96,131,0.0,224.0
96,132,0.0,224.0
96,133,0.0,224.0
96,134,0.0,224.0
96,135,0.0,224.0
96,136,0.3462,224.0
96,137,0.8827,224.0
96,138,1.5429,224.0
96,139,2.3209,224.0
96,140,3.1618,224.0
96,141,4.0694,224.0
96,142,5.1338,224.0
96,143,6.4021,224.0
96,144,7.7193,224.0
96,145,9.0389,224.0
96,146,10.3604,224.0
96,147,11.6836,224.0
96,148,13.0086,224.0
96,149,14.3351,224.0
96,150,15.663,224.0
96,151,16.9923,224.0
96,152,18.3229,224.0
96,153,19.6548,224.0
96,154,20.9878,224.0
96,155,22.322,224.0
96,156,23.6572,224.0
96,157,24.9935,224.0
96,158,26.3307,224.0
96,159,27.6689,224.0
96,160,29.008,224.0
96,161,30.348,224.0
96,162,31.6889,224.0
96,163,33.0306,224.0
96,164,34.3731,224.0
96,165,35.7164,224.0
96,166,37.0605,224.0
96,167,38.4053,224.0
96,168,39.7508,224.0
96,169,41.097,224.0
96,170,42.4439,224.0
96,171,43.7915,224.0
96,172,45.1397,224.0
96,173,46.4886,224.0
96,174,47.8381,224.0
96,175,49.1881,224.0
96,176,50.5388,224.0
96,177,51.8901,224.0
96,178,53.242,224.0
96,179,54.5944,224.0
96,180,55.9473,224.0
96,181,57.3008,224.0
96,182,58.6548,224.0
96,183,60.0094,224.0
96,184,61.3644,224.0
96,185,62.72,224.0
96,186,64.076,224.0
96,187,65.4326,224.0
96,188,66.7896,224.0
96,189,68.1471,224.0
96,190,69.5038,224.0
96,191,69.7008,224.0
96,192,69.8681,224.0
96,193,70.0359,224.0
96,194,70.2042,224.0
96,195,70.3729,224.0
96,196,70.542,224.0
96,197,70.7115,224.0
96,198,70.8815,224.0
96,199,71.0519,224.0
96,200,71.2226,224.0
96,201,71.3938,224.0
96,202,71.5653,224.0
96,203,71.7373,224.0
96,204,71.9096,224.0
96,205,72.0846,224.0
96,206,73.3804,224.0
96,207,74.7452,224.0
96,208,76.1104,224.0
96,209,77.476,224.0
96,210,78.8419,224.0
96,211,80.2082,224.0
96,212,81.5748,224.0
96,213,82.9418,224.0
96,214,84.3091,224.0
96,215,85.6767,224.0
96,216,87.0447,224.0
96,217,88.413,224.0
96,218,89.7816,224.0
96,219,91.1506,224.0
96,220,92.5198,224.0
96,221,93.8894,224.0
96,222,95.2593,224.0
96,223,96.6295,224.0
96,224,98.0,224.0
96,225,98.0,224.0
96,226,98.069,224.0
96,227,98.2021,224.0
96,228,98.3881,224.0
96,229,98.6105,224.0
96,230,98.85,224.0
96,231,99.088,224.0
96,232,99.3081,224.0
96,233,99.499,224.0
96,234,99.6545,224.0
96,235,99.7736,224.0
96,236,99.8595,224.0
96,237,99.9176,224.0
96,238,99.9546,224.0
96,239,99.9765,224.0
96,240,99.9887,224.0
96,241,99.9949,224.0
96,242,99.9979,224.0
96,243,99.9992,224.0
96,244,99.9997,224.0
96,245,99.9999,224.0
96,246,100.0,224.0
96,247,100.0,224.0
96,248,100.0,224.0
96,249,100.0,224.0
96,250,100.0,224.0
96,251,100.0,224.0
96,252,100.0,224.0
96,253,100.0,224.0
96,254,100.0,224.0
96,255,100.0,224.0
96,256,100.0,224.0
96,257,100.0,224.0
96,258,100.0,224.0
96,259,100.0,224.0
96,260,100.0,224.0
96,261,100.0,224.0
96,262,100.0,224.0
96,263,100.0,224.0
96,264,100.0,224.0
96,265,100.0,224.0
96,266,100.0,224.0
96,267,100.0,224.0
96,268,100.0,224.0
96,269,100.0,224.0
96,270,100.0,224.0
96,271,100.0,224.0
96,272,100.0,224.0
96,273,100.0,224.0
96,274,100.0,224.0
96,275,100.0,224.0
96,276,100.0,224.0
96,277,100.0,224.0
96,278,100.0,224.0
96,279,100.0,224.0
96,280,100.0,224.0
96,281,100.0,224.0
96,282,100.0,224.0
96,283,100.0,224.0
96,284,100.0,224.0
96,285,100.0,224.0
96,286,100.0,224.0
96,287,100.0,224.0
96,288,100.0,224.0
96,289,100.0,224.0
96,290,100.0,224.0
96,291,100.0,224.0
96,292,100.0,224.0
96,293,100.0,224.0
96,294,100.0,224.0
96,295,100.0,224.0
96,296,100.0,224.0
96,297,100.0,224.0
96,298,100.0,224.0
96,299,100.0,224.0
96,300,100.0,224.0
96,301,100.0,224.0
96,302,100.0,224.0
96,303,100.0,224.0
96,304,100.0,224.0
96,305,100.0,224.0
96,306,100.0,224.0
96,307,100.0,224.0
96,308,100.0,224.0
96,309,100.0,224.0
96,310,100.0,224.0
96,311,100.0,224.0
96,312,100.0,224.0
96,313,100.0,224.0
96,314,100.0,224.0
96,315,100.0,224.0
96,316,100.0,224.0
96,317,100.0,224.0
96,318,100.0,224.0
96,319,100.0,224.0
96,320,100.0,224.0
96,321,100.0,224.0
