batch_id,time_step_min,reaction_conversion_pct,time_to_endpoint_min
38,0,0.0,222.0
38,1,0.0,222.0
38,2,0.0,222.0
38,3,0.0,222.0
38,4,0.0,222.0
38,5,0.0,222.0
38,6,0.0,222.0
38,7,0.0,222.0
38,8,0.0,222.0
38,9,0.0,222.0
38,10,0.0,222.0
38,11,0.0,222.0
38,12,0.0,222.0
38,13,0.0,222.0
38,14,0.0,222.0
38,15,0.0,222.0
38,16,0.0,222.0
38,17,0.0,222.0
38,18,0.0,222.0
38,19,0.0,222.0
38,20,0.0,222.0
38,21,0.0,222.0
38,22,0.0,222.0
38,23,0.0,222.0
38,24,0.0,222.0
38,25,0.0,222.0
38,26,0.0,222.0
38,27,0.0,222.0
38,28,0.0,222.0
38,29,0.0,222.0
38,30,0.0,222.0
38,31,0.0,222.0
38,32,0.0,222.0
38,33,0.0,222.0
38,34,0.0,222.0
38,35,0.0,222.0
38,36,0.0,222.0
38,37,0.0,222.0
38,38,0.0,222.0
38,39,0.0,222.0
38,40,0.0,222.0
38,41,0.0,222.0
38,42,0.0,222.0
38,43,0.0,222.0
38,44,0.0,222.0
38,45,0.0,222.0
38,46,0.0,222.0
38,47,0.0,222.0
38,48,0.0,222.0
38,49,0.0,222.0
38,50,0.0,222.0
38,51,0.0,222.0
38,52,0.0,222.0
38,53,0.0,222.0
38,54,0.0,222.0
38,55,0.0,222.0
38,56,0.0,222.0
38,57,0.0,222.0
38,58,0.0,222.0
38,59,0.0,222.0
38,60,0.0,222.0
38,61,0.0,222.0
38,62,0.0,222.0
38,63,0.0,222.0
38,64,0.0,222.0
38,65,0.0,222.0
38,66,0.0,222.0
38,67,0.0,222.0
38,68,0.0,222.0
38,69,0.0,222.0
38,70,0.0,222.0
38,71,0.0,222.0
38,72,0.0,222.0
38,73,0.0,222.0
38,74,0.0,222.0
38,75,0.0,222.0
38,76,0.0,222.0
38,77,0.0,222.0
38,78,0.0,222.0
38,79,0.0,222.0
38,80,0.0,222.0
38,81,0.0,222.0
38,82,0.0,222.0
38,83,0.0,222.0
38,84,0.0,222.0
38,85,0.0,222.0
38,86,0.0,222.0
38,87,0.0,222.0
38,88,0.0,222.0
38,89,0.0,222.0
38,90,0.0,222.0
38,91,0.0,222.0
38,92,0.0,222.0
38,93,0.0,222.0
38,94,0.0,222.0
38,95,0.0,222.0
38,96,0.0,222.0
38,97,0.0,222.0
38,98,0.0,222.0
38,99,0.0,222.0
38,100,0.0,222.0
38,101,0.0,222.0
38,102,0.0,222.0
38,103,0.0,222.0
38,104,0.0,222.0
38,105,0.0,222.0
38,106,0.0,222.0
38,107,0.0,222.0
38,108,0.0,222.0
38,109,0.0,222.0
38,110,0.0,222.0
38,111,0.0,222.0
38,112,0.0,222.0
38,113,0.0,222.0
38,114,0.0,222.0
38,115,0.0,222.0
38,116,0.0,222.0
38,117,0.0,222.0
38,118,0.0,222.0
38,119,0.0,222.0
38,120,0.0,222.0
38,121,0.0,222.0
38,122,0.0,222.0
38,123,0.0,222.0
38,124,0.0,222.0
38,125,0.0,222.0
38,126,0.0,222.0
38,127,0.0,222.0
38,128,0.0,222.0
38,129,0.0,222.0
38,130,0.0,222.0
38,131,0.0,222.0
38,132,0.0,222.0
38,133,0.0,222.0
38,134,0.0,222.0
38,135,0.0,222.0
38,136,0.2887,222.0
38,137,0.7826,222.0
38,138,1.4325,222.0
38,139,2.2205,222.0
38,140,3.0695,222.0
38,141,4.0653,222.0
38,142,5.3304,222.0
38,143,6.7782,222.0
38,144,8.2261,222.0
38,145,9.674,222.0
38,146,11.1219,222.0
38,147,12.5697,222.0
38,148,14.0176,222.0
