batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
5,0,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,1,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,2,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,3,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,4,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,5,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,6,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,7,1,99.063,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
5,8,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,9,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,10,1,99.063,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
5,11,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,12,1,99.063,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
5,13,1,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,14,1,99.063,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
5,15,2,99.063,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
5,16,2,99.063,88.6,25.0,24.8,0.2,0.0,0.99,0.0,0.0,,NONE
5,17,2,99.063,177.2,25.1,24.9,0.2,0.0,0.98,0.0,0.0,,NONE
5,18,2,99.063,265.8,25.1,24.9,0.2,0.0,0.99,0.0,0.0,,NONE
5,19,2,99.063,354.5,25.1,25.0,0.1,0.0,0.98,0.0,0.0,,NONE
5,20,2,99.063,443.1,25.0,24.9,0.1,0.0,1.02,0.0,0.0,,NONE
5,21,2,99.063,531.7,25.1,24.8,0.3,0.0,1.01,0.0,0.0,,NONE
5,22,2,99.063,620.3,25.3,25.0,0.3,0.0,1.02,0.0,0.0,,NONE
5,23,2,99.063,708.9,25.2,25.1,0.1,0.0,1.02,0.0,0.0,,NONE
5,24,2,99.063,797.5,25.1,25.1,0.0,0.0,1.07,0.0,0.0,,NONE
5,25,2,99.063,886.1,25.2,25.2,0.0,148.3,1.06,0.0,0.0,,NONE
5,26,2,99.063,974.8,25.1,25.1,0.0,147.9,1.06,0.0,0.0,,NONE
5,27,2,99.063,1063.4,25.0,25.1,-0.1,146.9,1.07,0.0,0.0,,NONE
5,28,2,99.063,1152.0,25.2,25.0,0.2,149.7,1.05,0.0,0.0,,NONE
5,29,2,99.063,1240.6,25.1,25.1,0.0,149.6,1.06,0.0,0.0,,NONE
5,30,2,99.063,1329.2,25.2,25.2,0.0,152.4,1.05,0.0,0.0,,NONE
5,31,2,99.063,1417.8,25.2,25.2,0.0,155.6,1.04,0.0,0.0,,NONE
5,32,2,99.063,1506.4,25.3,25.2,0.1,152.6,1.01,0.0,0.0,,NONE
5,33,2,99.063,1595.0,25.3,25.3,0.0,153.0,0.99,0.0,0.0,,NONE
5,34,2,99.063,1683.7,25.2,25.3,-0.1,151.7,0.98,0.0,0.0,,NONE
5,35,2,99.063,1772.3,25.3,25.4,-0.1,149.9,1.0,0.0,0.0,,NONE
5,36,2,99.063,1860.9,25.2,25.5,-0.3,150.7,0.98,0.0,0.0,,NONE
5,37,2,99.063,1949.5,25.2,25.5,-0.3,150.3,1.02,0.0,0.0,,NONE
5,38,2,99.063,2038.1,25.0,25.5,-0.5,147.7,1.01,0.0,0.0,,NONE
5,39,2,99.063,2126.7,25.0,25.6,-0.6,150.3,1.02,0.0,0.0,,NONE
5,40,2,99.063,2215.3,25.0,25.5,-0.5,149.9,1.03,0.0,0.0,,NONE
5,41,2,99.063,2304.0,24.8,25.5,-0.7,150.9,1.06,0.0,0.0,,NONE
5,42,2,99.063,2392.6,24.9,25.5,-0.6,153.6,1.01,0.0,0.0,,NONE
5,43,2,99.063,2481.2,24.9,25.5,-0.6,154.3,1.04,0.0,0.0,,NONE
5,44,2,99.063,2569.8,25.0,25.5,-0.5,154.4,1.0,0.0,0.0,,NONE
5,45,2,99.063,2658.4,24.8,25.6,-0.8,153.3,1.01,0.0,0.0,,NONE
5,46,2,99.063,2747.0,24.9,25.7,-0.8,153.4,0.97,0.0,0.0,,NONE
5,47,2,99.063,2835.6,24.8,25.5,-0.7,154.4,0.98,0.0,0.0,,NONE
5,48,2,99.063,2924.2,25.1,25.6,-0.5,152.1,1.0,0.0,0.0,,NONE
5,49,2,99.063,3012.9,24.9,25.5,-0.6,150.8,1.02,0.0,0.0,,NONE
5,50,2,99.063,3101.5,24.9,25.5,-0.6,152.1,1.04,0.0,0.0,,NONE
5,51,2,99.063,3190.1,24.9,25.4,-0.5,150.4,1.05,0.0,0.0,,NONE
5,52,2,99.063,3278.7,25.0,25.4,-0.4,151.6,1.07,0.0,0.0,,NONE
5,53,2,99.063,3367.3,25.0,25.2,-0.2,148.5,1.06,0.0,0.0,,NONE
5,54,2,99.063,3455.9,25.0,25.1,-0.1,149.9,1.07,0.0,0.0,,NONE
5,55,2,99.063,3544.5,24.9,25.1,-0.2,147.9,1.08,0.0,0.0,,NONE
5,56,2,99.063,3633.2,24.9,25.1,-0.2,149.4,1.06,0.0,0.0,,NONE
5,57,2,99.063,3721.8,25.0,25.1,-0.1,150.5,1.06,0.0,0.0,,NONE
5,58,2,99.063,3810.4,25.0,25.1,-0.1,150.6,1.03,0.0,0.0,,NONE
5,59,2,99.063,3899.0,25.1,25.2,-0.1,151.0,1.07,0.0,0.0,,NONE
5,60,3,99.063,3899.0,25.0,25.0,0.0,151.5,1.03,0.0,0.0,,NONE
5,61,3,99.063,3899.0,25.2,25.0,0.2,148.9,1.28,0.0,0.0,,NONE
5,62,3,99.063,3899.0,25.2,25.1,0.1,148.9,1.52,0.0,0.0,,NONE
5,63,3,99.063,3899.0,25.2,25.1,0.1,147.7,1.79,0.0,0.0,,NONE
5,64,3,99.063,3899.0,25.1,25.0,0.1,148.9,2.05,0.0,0.0,,NONE
5,65,3,99.063,3899.0,25.0,24.9,0.1,149.2,2.35,0.0,0.0,,NONE
5,66,3,99.063,3899.0,25.0,24.9,0.1,148.6,2.67,0.0,0.0,,NONE
5,67,3,99.063,3899.0,25.0,24.9,0.1,146.9,2.91,0.0,0.0,,NONE
5,68,3,99.063,3899.0,24.9,24.9,0.0,147.2,2.73,0.0,0.0,,NONE
5,69,3,99.063,3899.0,25.0,24.9,0.1,146.9,2.5,0.0,0.0,,NONE
5,70,3,99.063,3899.0,25.0,24.9,0.1,146.7,2.22,0.0,0.0,,NONE
5,71,3,99.063,3899.0,25.0,24.9,0.1,146.7,1.96,0.0,0.0,,NONE
5,72,3,99.063,3899.0,25.2,24.9,0.3,147.6,1.7,0.0,0.0,,NONE
5,73,3,99.063,3899.0,25.1,24.9,0.2,149.0,1.43,0.0,0.0,,NONE
5,74,3,99.063,3899.0,25.1,24.9,0.2,152.1,1.16,0.0,0.0,,NONE
5,75,3,99.063,3899.0,25.1,24.8,0.3,149.4,1.18,0.0,0.0,,NONE
5,76,3,99.063,3899.0,25.1,24.7,0.4,152.1,1.45,0.0,0.0,,NONE
5,77,3,99.063,3899.0,25.1,24.7,0.4,149.5,1.73,0.0,0.0,,NONE
5,78,3,99.063,3899.0,24.9,24.7,0.2,149.0,1.99,0.0,0.0,,NONE
5,79,3,99.063,3899.0,25.0,24.7,0.3,148.6,2.27,0.0,0.0,,NONE
5,80,3,99.063,3899.0,25.0,24.9,0.1,148.5,2.53,0.0,0.0,,NONE
5,81,3,99.063,3899.0,25.1,24.9,0.2,151.0,2.81,0.0,0.0,,NONE
5,82,3,99.063,3899.0,25.1,25.2,-0.1,149.5,2.95,0.0,0.0,,NONE
5,83,3,99.063,3899.0,25.1,25.1,0.0,147.5,2.7,0.0,0.0,,NONE
5,84,3,99.063,3899.0,25.2,25.0,0.2,147.1,2.41,0.0,0.0,,NONE
5,85,3,99.063,3899.0,25.1,25.1,0.0,146.0,2.13,0.0,0.0,,NONE
5,86,3,99.063,3899.0,25.1,25.2,-0.1,148.6,1.84,0.0,0.0,,NONE
5,87,3,99.063,3899.0,25.1,25.1,0.0,148.2,1.56,0.0,0.0,,NONE
5,88,3,99.063,3899.0,25.0,25.1,-0.1,149.8,1.26,0.0,0.0,,NONE
5,89,3,99.063,3899.0,25.0,25.1,-0.1,150.5,1.01,0.0,0.0,,NONE
5,90,4,99.063,3899.0,24.9,85.0,-60.1,595.1,0.97,0.1,0.0,,NONE
5,91,4,99.063,3899.0,25.1,85.0,-59.9,597.0,1.18,0.1,0.0,,NONE
5,92,4,99.063,3899.0,25.5,85.0,-59.5,596.8,1.44,0.1,0.0,,NONE
5,93,4,99.063,3899.0,25.9,84.9,-59.0,591.9,1.71,0.1,0.0,,NONE
5,94,4,99.063,3899.0,26.6,85.0,-58.4,591.5,1.92,0.1,0.0,,NONE
5,95,4,99.063,3899.0,27.3,85.0,-57.7,594.6,2.14,0.1,0.0,,NONE
5,96,4,99.063,3899.0,28.0,84.9,-56.9,593.9,2.33,0.1,0.0,,NONE
5,97,4,99.063,3899.0,28.8,85.0,-56.2,593.0,2.51,0.1,0.0,,NONE
5,98,4,99.063,3899.0,29.7,85.0,-55.3,593.8,2.66,0.1,0.0,,NONE
5,99,4,99.063,3899.0,30.5,85.0,-54.5,593.0,2.88,0.1,0.0,,NONE
5,100,4,99.063,3899.0,31.4,85.2,-53.8,593.3,3.1,0.1,0.0,,NONE
5,101,4,99.063,3899.0,32.3,85.1,-52.8,591.1,3.33,0.1,0.0,,NONE
5,102,4,99.063,3899.0,33.2,85.1,-51.9,595.8,3.52,0.1,0.0,,NONE
5,103,4,99.063,3899.0,34.1,85.1,-51.0,593.7,3.74,0.1,0.0,,NONE
5,104,4,99.063,3899.0,35.1,85.1,-50.0,594.9,3.94,0.1,0.0,,NONE
5,105,4,99.063,3899.0,36.1,85.1,-49.0,592.9,4.11,0.1,0.0,,NONE
5,106,4,99.063,3899.0,37.1,85.1,-48.0,589.9,4.31,0.1,0.0,,NONE
5,107,4,99.063,3899.0,38.1,85.1,-47.0,590.7,4.51,0.1,0.0,,NONE
5,108,4,99.063,3899.0,39.1,85.1,-46.0,588.9,4.7,0.1,0.0,,NONE
5,109,4,99.063,3899.0,40.2,85.1,-44.9,589.6,4.91,0.1,0.0,,NONE
5,110,4,99.063,3899.0,41.3,85.1,-43.8,591.2,5.06,0.1,0.0,,NONE
5,111,4,99.063,3899.0,42.2,85.1,-42.9,593.7,5.26,0.1,0.0,,NONE
5,112,4,99.063,3899.0,43.2,85.0,-41.8,594.1,5.49,0.1,0.0,,NONE
5,113,4,99.063,3899.0,44.2,85.1,-40.9,592.9,5.73,0.1,0.0,,NONE
5,114,4,99.063,3899.0,45.2,85.1,-39.9,595.4,5.97,0.1,0.0,,NONE
5,115,4,99.063,3899.0,46.2,85.1,-38.9,592.3,6.17,0.1,0.0,,NONE
5,116,4,99.063,3899.0,47.2,85.0,-37.8,588.0,6.38,0.1,0.0,,NONE
5,117,4,99.063,3899.0,48.2,84.8,-36.6,590.1,6.55,0.1,0.0,,NONE
5,118,4,99.063,3899.0,49.2,84.8,-35.6,590.7,6.75,0.1,0.0,,NONE
5,119,4,99.063,3899.0,50.1,84.9,-34.8,592.0,6.95,0.1,0.0,,NONE
5,120,4,99.063,3899.0,51.2,84.9,-33.7,587.2,7.09,0.1,0.0,,NONE
5,121,4,99.063,3899.0,52.3,84.9,-32.6,587.8,7.27,0.1,0.0,,NONE
5,122,4,99.063,3899.0,53.4,85.0,-31.6,587.2,7.49,0.1,0.0,,NONE
5,123,4,99.063,3899.0,54.5,85.1,-30.6,588.3,7.7,0.1,0.0,,NONE
5,124,4,99.063,3899.0,55.6,85.1,-29.5,588.5,7.93,0.1,0.0,,NONE
5,125,4,99.063,3899.0,56.6,85.1,-28.5,590.1,8.14,0.1,0.0,,NONE
5,126,4,99.063,3899.0,57.6,85.0,-27.4,591.6,8.38,0.1,0.0,,NONE
5,127,4,99.063,3899.0,58.6,84.9,-26.3,592.9,8.58,0.1,0.0,,NONE
5,128,4,99.063,3899.0,59.7,84.9,-25.2,592.2,8.79,0.1,0.0,,NONE
5,129,4,99.063,3899.0,60.8,84.9,-24.1,593.2,8.97,0.1,0.0,,NONE
5,130,4,99.063,3899.0,61.9,85.0,-23.1,593.0,9.2,0.1,0.0,,NONE
5,131,4,99.063,3899.0,62.9,85.2,-22.3,592.9,9.39,0.1,0.0,,NONE
5,132,4,99.063,3899.0,64.0,85.2,-21.2,590.7,9.58,0.1,0.0,,NONE
5,133,4,99.063,3899.0,65.0,85.3,-20.3,592.7,9.78,0.1,0.0,,NONE
5,134,4,99.063,3899.0,65.9,85.3,-19.4,590.6,10.01,0.1,0.0,,NONE
5,135,5,99.063,3899.0,68.6,20.5,48.1,591.4,10.03,1.524,50.0,,NONE
5,136,5,99.063,3899.3,70.3,20.5,49.8,594.5,15.0,1.524,50.0,,NONE
5,137,5,99.063,3899.6,72.9,20.4,52.5,593.9,14.97,1.524,58.24,,NONE
5,138,5,99.063,3900.1,76.0,20.4,55.6,595.7,15.02,1.524,69.43,,NONE
5,139,5,99.063,3900.6,79.6,20.4,59.2,598.8,15.0,1.524,81.74,,NONE
5,140,5,99.063,3901.2,83.5,17.3,66.2,598.0,14.98,1.5,95.24,,NONE
5,141,5,99.063,3901.8,87.5,17.4,70.1,598.0,15.0,1.5,109.54,,NONE
5,142,5,99.063,3902.4,91.5,17.2,74.3,597.5,15.03,1.5,120.0,,NONE
