batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
15,0,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,1,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,2,1,100.379,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
15,3,1,100.379,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
15,4,1,100.379,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
15,5,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,6,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,7,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,8,1,100.379,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
15,9,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,10,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,11,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,12,1,100.379,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
15,13,1,100.379,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
15,14,1,100.379,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
15,15,2,100.379,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
15,16,2,100.379,88.6,25.0,25.0,0.0,0.0,0.94,0.0,0.0,,NONE
15,17,2,100.379,177.2,25.0,25.0,0.0,0.0,0.93,0.0,0.0,,NONE
15,18,2,100.379,265.8,25.0,25.0,0.0,0.0,0.98,0.0,0.0,,NONE
15,19,2,100.379,354.5,25.1,25.0,0.1,0.0,0.98,0.0,0.0,,NONE
15,20,2,100.379,443.1,25.1,25.1,0.0,0.0,0.99,0.0,0.0,,NONE
15,21,2,100.379,531.7,25.3,25.2,0.1,0.0,0.99,0.0,0.0,,NONE
15,22,2,100.379,620.3,25.3,25.2,0.1,0.0,1.01,0.0,0.0,,NONE
15,23,2,100.379,708.9,25.4,25.2,0.2,0.0,1.02,0.0,0.0,,NONE
15,24,2,100.379,797.5,25.3,25.2,0.1,0.0,1.06,0.0,0.0,,NONE
15,25,2,100.379,886.1,25.3,25.1,0.2,146.0,1.04,0.0,0.0,,NONE
15,26,2,100.379,974.8,25.3,25.2,0.1,147.1,1.08,0.0,0.0,,NONE
15,27,2,100.379,1063.4,25.3,25.2,0.1,147.7,1.07,0.0,0.0,,NONE
15,28,2,100.379,1152.0,25.2,25.2,0.0,146.3,1.08,0.0,0.0,,NONE
15,29,2,100.379,1240.6,25.2,25.1,0.1,146.5,1.06,0.0,0.0,,NONE
15,30,2,100.379,1329.2,25.1,25.1,0.0,145.9,1.06,0.0,0.0,,NONE
15,31,2,100.379,1417.8,25.2,24.9,0.3,144.8,1.04,0.0,0.0,,NONE
15,32,2,100.379,1506.4,25.3,24.9,0.4,146.4,1.01,0.0,0.0,,NONE
15,33,2,100.379,1595.0,25.3,25.0,0.3,148.8,0.98,0.0,0.0,,NONE
15,34,2,100.379,1683.7,25.3,24.9,0.4,149.4,0.95,0.0,0.0,,NONE
15,35,2,100.379,1772.3,25.4,24.9,0.5,149.0,0.92,0.0,0.0,,NONE
15,36,2,100.379,1860.9,25.4,24.9,0.5,150.7,0.91,0.0,0.0,,NONE
15,37,2,100.379,1949.5,25.4,24.9,0.5,151.4,0.94,0.0,0.0,,NONE
15,38,2,100.379,2038.1,25.1,25.0,0.1,149.4,0.92,0.0,0.0,,NONE
15,39,2,100.379,2126.7,25.0,25.0,0.0,147.2,0.97,0.0,0.0,,NONE
15,40,2,100.379,2215.3,25.0,25.0,0.0,147.9,1.0,0.0,0.0,,NONE
15,41,2,100.379,2304.0,24.9,24.8,0.1,149.1,1.01,0.0,0.0,,NONE
15,42,2,100.379,2392.6,25.0,24.8,0.2,147.7,1.02,0.0,0.0,,NONE
15,43,2,100.379,2481.2,25.0,24.9,0.1,148.3,1.0,0.0,0.0,,NONE
15,44,2,100.379,2569.8,25.0,24.9,0.1,147.0,1.02,0.0,0.0,,NONE
15,45,2,100.379,2658.4,24.9,25.0,-0.1,146.3,1.01,0.0,0.0,,NONE
15,46,2,100.379,2747.0,25.0,24.9,0.1,146.3,1.03,0.0,0.0,,NONE
15,47,2,100.379,2835.6,25.0,25.0,0.0,148.5,1.05,0.0,0.0,,NONE
15,48,2,100.379,2924.2,25.0,25.0,0.0,149.5,1.06,0.0,0.0,,NONE
15,49,2,100.379,3012.9,25.0,24.9,0.1,149.9,1.04,0.0,0.0,,NONE
15,50,2,100.379,3101.5,24.9,24.9,0.0,146.3,1.05,0.0,0.0,,NONE
15,51,2,100.379,3190.1,24.8,24.9,-0.1,144.2,1.03,0.0,0.0,,NONE
15,52,2,100.379,3278.7,25.0,24.9,0.1,146.1,1.05,0.0,0.0,,NONE
15,53,2,100.379,3367.3,25.0,24.8,0.2,145.3,1.02,0.0,0.0,,NONE
15,54,2,100.379,3455.9,24.9,24.8,0.1,145.8,1.03,0.0,0.0,,NONE
