batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
24,0,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,1,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,2,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,3,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,4,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,5,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,6,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,7,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,8,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,9,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,10,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,11,1,100.017,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
24,12,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,13,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,14,1,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,15,2,100.017,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
24,16,2,100.017,88.6,25.2,24.9,0.3,0.0,1.0,0.0,0.0,,NONE
24,17,2,100.017,177.2,25.2,24.9,0.3,0.0,0.96,0.0,0.0,,NONE
24,18,2,100.017,265.8,25.2,24.9,0.3,0.0,0.99,0.0,0.0,,NONE
24,19,2,100.017,354.5,25.1,24.9,0.2,0.0,0.99,0.0,0.0,,NONE
24,20,2,100.017,443.1,25.1,25.1,0.0,0.0,0.99,0.0,0.0,,NONE
24,21,2,100.017,531.7,25.0,25.2,-0.2,0.0,0.96,0.0,0.0,,NONE
24,22,2,100.017,620.3,24.9,25.2,-0.3,0.0,1.0,0.0,0.0,,NONE
24,23,2,100.017,708.9,25.0,25.2,-0.2,0.0,1.03,0.0,0.0,,NONE
24,24,2,100.017,797.5,25.0,25.1,-0.1,0.0,1.03,0.0,0.0,,NONE
24,25,2,100.017,886.1,25.1,25.2,-0.1,150.2,1.06,0.0,0.0,,NONE
24,26,2,100.017,974.8,25.0,25.1,-0.1,148.4,1.0,0.0,0.0,,NONE
24,27,2,100.017,1063.4,24.9,25.0,-0.1,148.1,1.0,0.0,0.0,,NONE
24,28,2,100.017,1152.0,25.0,24.9,0.1,145.8,1.02,0.0,0.0,,NONE
24,29,2,100.017,1240.6,24.9,25.0,-0.1,146.7,1.01,0.0,0.0,,NONE
24,30,2,100.017,1329.2,24.9,24.9,0.0,149.0,1.03,0.0,0.0,,NONE
24,31,2,100.017,1417.8,24.8,24.9,-0.1,150.3,0.99,0.0,0.0,,NONE
24,32,2,100.017,1506.4,24.9,25.0,-0.1,150.3,0.96,0.0,0.0,,NONE
24,33,2,100.017,1595.0,25.0,24.9,0.1,151.7,0.96,0.0,0.0,,NONE
24,34,2,100.017,1683.7,25.0,24.9,0.1,150.9,0.99,0.0,0.0,,NONE
24,35,2,100.017,1772.3,24.9,24.9,0.0,152.9,0.95,0.0,0.0,,NONE
24,36,2,100.017,1860.9,25.0,24.9,0.1,151.4,0.95,0.0,0.0,,NONE
24,37,2,100.017,1949.5,25.0,24.8,0.2,150.3,0.93,0.0,0.0,,NONE
24,38,2,100.017,2038.1,24.9,24.8,0.1,151.2,0.98,0.0,0.0,,NONE
24,39,2,100.017,2126.7,25.0,24.8,0.2,149.9,0.93,0.0,0.0,,NONE
24,40,2,100.017,2215.3,25.1,24.9,0.2,150.7,0.94,0.0,0.0,,NONE
24,41,2,100.017,2304.0,25.0,24.9,0.1,149.7,0.94,0.0,0.0,,NONE
24,42,2,100.017,2392.6,25.1,25.0,0.1,146.2,0.94,0.0,0.0,,NONE
24,43,2,100.017,2481.2,25.1,25.0,0.1,145.8,0.95,0.0,0.0,,NONE
24,44,2,100.017,2569.8,25.1,25.0,0.1,147.7,0.97,0.0,0.0,,NONE
24,45,2,100.017,2658.4,25.1,25.1,0.0,148.5,0.95,0.0,0.0,,NONE
24,46,2,100.017,2747.0,25.1,25.0,0.1,147.9,0.94,0.0,0.0,,NONE
24,47,2,100.017,2835.6,25.1,24.9,0.2,148.9,0.97,0.0,0.0,,NONE
24,48,2,100.017,2924.2,25.2,25.0,0.2,151.6,0.95,0.0,0.0,,NONE
24,49,2,100.017,3012.9,25.1,25.1,0.0,155.0,0.98,0.0,0.0,,NONE
24,50,2,100.017,3101.5,25.2,25.1,0.1,155.7,1.0,0.0,0.0,,NONE
24,51,2,100.017,3190.1,25.0,25.2,-0.2,157.0,0.96,0.0,0.0,,NONE
24,52,2,100.017,3278.7,25.2,25.1,0.1,156.1,0.94,0.0,0.0,,NONE
24,53,2,100.017,3367.3,25.0,25.2,-0.2,153.5,0.93,0.0,0.0,,NONE
24,54,2,100.017,3455.9,24.9,25.1,-0.2,155.7,0.93,0.0,0.0,,NONE
24,55,2,100.017,3544.5,25.0,25.1,-0.1,154.7,0.92,0.0,0.0,,NONE
24,56,2,100.017,3633.2,24.9,25.1,-0.2,157.8,0.93,0.0,0.0,,NONE
24,57,2,100.017,3721.8,24.8,25.1,-0.3,159.3,0.93,0.0,0.0,,NONE
24,58,2,100.017,3810.4,25.0,25.0,0.0,158.3,0.9,0.0,0.0,,NONE
24,59,2,100.017,3899.0,24.9,25.1,-0.2,157.1,0.92,0.0,0.0,,NONE
