batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
79,0,1,99.465,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,1,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,2,1,99.465,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,3,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,4,1,99.465,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,5,1,99.465,0.0,25.2,25.0,0.2,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,6,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,7,1,99.465,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,8,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,9,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,10,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,11,1,99.465,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,12,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,13,1,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,14,1,99.465,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,15,2,99.465,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,16,2,99.465,88.6,25.0,24.9,0.1,0.0,0.94,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,17,2,99.465,177.2,24.9,24.9,0.0,0.0,0.96,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,18,2,99.465,265.8,25.1,24.9,0.2,0.0,0.97,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,19,2,99.465,354.5,25.1,24.9,0.2,0.0,0.96,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,20,2,99.465,443.1,25.2,24.9,0.3,0.0,0.97,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,21,2,99.465,531.7,25.2,25.0,0.2,0.0,0.98,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,22,2,99.465,620.3,25.2,24.9,0.3,0.0,1.01,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,23,2,99.465,708.9,25.2,24.9,0.3,0.0,0.99,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,24,2,99.465,797.5,25.1,24.8,0.3,0.0,1.01,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,25,2,99.465,886.1,25.2,24.9,0.3,150.9,1.01,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,26,2,99.465,974.8,25.3,25.0,0.3,147.4,1.01,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,27,2,99.465,1063.4,25.3,24.9,0.4,146.9,1.02,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,28,2,99.465,1152.0,25.3,24.8,0.5,148.4,0.99,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,29,2,99.465,1240.6,25.5,24.9,0.6,148.4,0.99,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,30,2,99.465,1329.2,25.5,24.9,0.6,150.1,0.94,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
79,31,2,99.465,1417.8,25.6,25.0,0.6,152.5,0.94,0.0,0.0,Cooling utility temp hunting; UA soft for ~20 min then recovered.,COOLING_SPIKE
