batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
61,0,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,1,1,99.836,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,2,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,3,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,4,1,99.836,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,5,1,99.836,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,6,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,7,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,8,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,9,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,10,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,11,1,99.836,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,12,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,13,1,99.836,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,14,1,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,15,2,99.836,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,SURFACE_FOAMING
61,16,2,99.836,88.6,24.8,24.8,0.0,0.0,1.03,0.0,0.0,,SURFACE_FOAMING
61,17,2,99.836,177.2,25.0,24.8,0.2,0.0,1.02,0.0,0.0,,SURFACE_FOAMING
61,18,2,99.836,265.8,24.9,24.7,0.2,0.0,0.99,0.0,0.0,,SURFACE_FOAMING
61,19,2,99.836,354.5,24.7,24.7,0.0,0.0,0.97,0.0,0.0,,SURFACE_FOAMING
61,20,2,99.836,443.1,24.9,24.8,0.1,0.0,0.96,0.0,0.0,,SURFACE_FOAMING
61,21,2,99.836,531.7,24.9,25.0,-0.1,0.0,0.99,0.0,0.0,,SURFACE_FOAMING
61,22,2,99.836,620.3,25.0,25.0,0.0,0.0,0.99,0.0,0.0,,SURFACE_FOAMING
