batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
84,0,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,1,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,2,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,3,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,4,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,5,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,6,1,99.32,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
84,7,1,99.32,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
84,8,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,9,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,10,1,99.32,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
84,11,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,12,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,13,1,99.32,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
84,14,1,99.32,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
84,15,2,99.32,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
84,16,2,99.32,88.6,25.0,25.0,0.0,0.0,1.02,0.0,0.0,,NONE
84,17,2,99.32,177.2,25.0,24.9,0.1,0.0,1.02,0.0,0.0,,NONE
84,18,2,99.32,265.8,24.9,24.9,0.0,0.0,1.01,0.0,0.0,,NONE
