batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
4,0,1,97.42,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
4,1,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,2,1,97.42,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
4,3,1,97.42,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
4,4,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,5,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,6,1,97.42,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
4,7,1,97.42,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
4,8,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,9,1,97.42,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
4,10,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,11,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,12,1,97.42,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
4,13,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,14,1,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,15,2,97.42,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
4,16,2,97.42,88.6,24.9,25.0,-0.1,0.0,0.89,0.0,0.0,,NONE
4,17,2,97.42,177.2,24.9,25.0,-0.1,0.0,0.88,0.0,0.0,,NONE
4,18,2,97.42,265.8,24.9,24.9,0.0,0.0,0.92,0.0,0.0,,NONE
4,19,2,97.42,354.5,25.0,24.9,0.1,0.0,0.88,0.0,0.0,,NONE
4,20,2,97.42,443.1,25.1,25.0,0.1,0.0,0.9,0.0,0.0,,NONE
4,21,2,97.42,531.7,25.1,25.0,0.1,0.0,0.92,0.0,0.0,,NONE
4,22,2,97.42,620.3,25.1,24.9,0.2,0.0,0.93,0.0,0.0,,NONE
4,23,2,97.42,708.9,25.2,24.8,0.4,0.0,0.94,0.0,0.0,,NONE
4,24,2,97.42,797.5,25.1,24.8,0.3,0.0,0.91,0.0,0.0,,NONE
4,25,2,97.42,886.1,25.3,24.9,0.4,152.5,0.92,0.0,0.0,,NONE
4,26,2,97.42,974.8,25.3,24.8,0.5,149.1,0.93,0.0,0.0,,NONE
4,27,2,97.42,1063.4,25.2,24.7,0.5,148.4,0.95,0.0,0.0,,NONE
4,28,2,97.42,1152.0,25.3,24.7,0.6,147.9,0.93,0.0,0.0,,NONE
4,29,2,97.42,1240.6,25.3,24.7,0.6,146.0,0.9,0.0,0.0,,NONE
4,30,2,97.42,1329.2,25.5,24.8,0.7,146.6,0.92,0.0,0.0,,NONE
4,31,2,97.42,1417.8,25.3,24.8,0.5,146.1,0.93,0.0,0.0,,NONE
4,32,2,97.42,1506.4,25.4,25.1,0.3,144.6,0.94,0.0,0.0,,NONE
4,33,2,97.42,1595.0,25.4,25.1,0.3,146.5,0.93,0.0,0.0,,NONE
4,34,2,97.42,1683.7,25.4,25.1,0.3,146.8,0.94,0.0,0.0,,NONE
4,35,2,97.42,1772.3,25.4,25.2,0.2,147.2,0.92,0.0,0.0,,NONE
4,36,2,97.42,1860.9,25.4,25.2,0.2,147.6,0.89,0.0,0.0,,NONE
4,37,2,97.42,1949.5,25.3,25.2,0.1,150.1,0.92,0.0,0.0,,NONE
4,38,2,97.42,2038.1,25.2,25.2,0.0,150.4,0.97,0.0,0.0,,NONE
4,39,2,97.42,2126.7,25.3,25.3,0.0,149.1,0.98,0.0,0.0,,NONE
4,40,2,97.42,2215.3,25.3,25.4,-0.1,146.6,1.0,0.0,0.0,,NONE
4,41,2,97.42,2304.0,25.1,25.5,-0.4,148.4,0.96,0.0,0.0,,NONE
4,42,2,97.42,2392.6,25.2,25.5,-0.3,144.4,0.95,0.0,0.0,,NONE
4,43,2,97.42,2481.2,25.2,25.6,-0.4,145.7,0.98,0.0,0.0,,NONE
4,44,2,97.42,2569.8,25.3,25.6,-0.3,148.2,0.96,0.0,0.0,,NONE
4,45,2,97.42,2658.4,25.3,25.6,-0.3,153.9,0.93,0.0,0.0,,NONE
4,46,2,97.42,2747.0,25.4,25.6,-0.2,154.2,0.94,0.0,0.0,,NONE
4,47,2,97.42,2835.6,25.3,25.7,-0.4,153.6,0.99,0.0,0.0,,NONE
4,48,2,97.42,2924.2,25.5,25.5,0.0,154.3,0.99,0.0,0.0,,NONE
4,49,2,97.42,3012.9,25.3,25.4,-0.1,155.1,0.99,0.0,0.0,,NONE
4,50,2,97.42,3101.5,25.4,25.5,-0.1,154.5,0.95,0.0,0.0,,NONE
4,51,2,97.42,3190.1,25.2,25.5,-0.3,154.5,0.96,0.0,0.0,,NONE
4,52,2,97.42,3278.7,25.3,25.6,-0.3,154.2,0.96,0.0,0.0,,NONE
4,53,2,97.42,3367.3,25.2,25.5,-0.3,153.1,0.94,0.0,0.0,,NONE
4,54,2,97.42,3455.9,25.4,25.5,-0.1,153.3,0.99,0.0,0.0,,NONE
4,55,2,97.42,3544.5,25.3,25.4,-0.1,154.0,0.99,0.0,0.0,,NONE
4,56,2,97.42,3633.2,25.3,25.4,-0.1,153.7,1.01,0.0,0.0,,NONE
4,57,2,97.42,3721.8,25.2,25.2,0.0,156.6,1.02,0.0,0.0,,NONE
4,58,2,97.42,3810.4,25.1,25.1,0.0,156.4,1.01,0.0,0.0,,NONE
4,59,2,97.42,3899.0,25.1,25.3,-0.2,155.0,1.0,0.0,0.0,,NONE
4,60,3,97.42,3899.0,25.2,25.3,-0.1,153.1,1.02,0.0,0.0,,NONE
4,61,3,97.42,3899.0,25.3,25.3,0.0,155.4,1.27,0.0,0.0,,NONE
4,62,3,97.42,3899.0,25.3,25.3,0.0,153.0,1.52,0.0,0.0,,NONE
4,63,3,97.42,3899.0,25.2,25.3,-0.1,152.3,1.79,0.0,0.0,,NONE
4,64,3,97.42,3899.0,25.1,25.2,-0.1,152.9,2.03,0.0,0.0,,NONE
4,65,3,97.42,3899.0,25.2,25.2,0.0,149.8,2.36,0.0,0.0,,NONE
4,66,3,97.42,3899.0,25.2,25.2,0.0,150.0,2.64,0.0,0.0,,NONE
4,67,3,97.42,3899.0,25.2,25.2,0.0,150.3,2.93,0.0,0.0,,NONE
4,68,3,97.42,3899.0,25.2,25.2,0.0,152.3,2.8,0.0,0.0,,NONE
4,69,3,97.42,3899.0,25.3,25.0,0.3,151.7,2.52,0.0,0.0,,NONE
4,70,3,97.42,3899.0,25.1,25.1,0.0,150.6,2.25,0.0,0.0,,NONE
4,71,3,97.42,3899.0,25.2,25.1,0.1,150.9,1.93,0.0,0.0,,NONE
4,72,3,97.42,3899.0,25.3,25.1,0.2,148.1,1.7,0.0,0.0,,NONE
4,73,3,97.42,3899.0,25.2,25.0,0.2,145.6,1.43,0.0,0.0,,NONE
4,74,3,97.42,3899.0,25.3,25.0,0.3,149.2,1.13,0.0,0.0,,NONE
4,75,3,97.42,3899.0,25.1,24.9,0.2,147.3,1.11,0.0,0.0,,NONE
4,76,3,97.42,3899.0,25.3,24.9,0.4,145.7,1.41,0.0,0.0,,NONE
4,77,3,97.42,3899.0,25.4,24.9,0.5,146.7,1.64,0.0,0.0,,NONE
4,78,3,97.42,3899.0,25.2,24.9,0.3,147.7,1.96,0.0,0.0,,NONE
4,79,3,97.42,3899.0,25.3,24.8,0.5,148.5,2.22,0.0,0.0,,NONE
4,80,3,97.42,3899.0,25.2,24.7,0.5,148.9,2.5,0.0,0.0,,NONE
4,81,3,97.42,3899.0,25.2,24.6,0.6,147.8,2.77,0.0,0.0,,NONE
4,82,3,97.42,3899.0,25.2,24.7,0.5,149.0,2.94,0.0,0.0,,NONE
4,83,3,97.42,3899.0,25.3,24.7,0.6,148.9,2.65,0.0,0.0,,NONE
4,84,3,97.42,3899.0,25.2,24.7,0.5,150.3,2.4,0.0,0.0,,NONE
4,85,3,97.42,3899.0,25.1,24.7,0.4,148.8,2.14,0.0,0.0,,NONE
4,86,3,97.42,3899.0,25.0,24.7,0.3,148.9,1.87,0.0,0.0,,NONE
4,87,3,97.42,3899.0,25.0,24.6,0.4,151.5,1.58,0.0,0.0,,NONE
4,88,3,97.42,3899.0,25.1,24.7,0.4,151.2,1.28,0.0,0.0,,NONE
4,89,3,97.42,3899.0,25.1,24.8,0.3,152.4,1.04,0.0,0.0,,NONE
4,90,4,97.42,3899.0,25.2,84.7,-59.5,596.6,1.01,0.1,0.0,,NONE
4,91,4,97.42,3899.0,25.3,84.6,-59.3,596.6,1.24,0.1,0.0,,NONE
4,92,4,97.42,3899.0,25.6,84.6,-59.0,598.4,1.44,0.1,0.0,,NONE
4,93,4,97.42,3899.0,26.1,84.7,-58.6,595.9,1.69,0.1,0.0,,NONE
4,94,4,97.42,3899.0,26.6,84.7,-58.1,595.9,1.9,0.1,0.0,,NONE
4,95,4,97.42,3899.0,27.2,84.7,-57.5,595.8,2.08,0.1,0.0,,NONE
4,96,4,97.42,3899.0,27.8,84.6,-56.8,595.6,2.31,0.1,0.0,,NONE
4,97,4,97.42,3899.0,28.5,84.7,-56.2,596.8,2.5,0.1,0.0,,NONE
4,98,4,97.42,3899.0,29.3,84.6,-55.3,597.3,2.71,0.1,0.0,,NONE
4,99,4,97.42,3899.0,30.2,84.6,-54.4,595.0,2.89,0.1,0.0,,NONE
4,100,4,97.42,3899.0,31.1,84.5,-53.4,594.9,3.05,0.1,0.0,,NONE
4,101,4,97.42,3899.0,32.0,84.6,-52.6,594.2,3.29,0.1,0.0,,NONE
4,102,4,97.42,3899.0,32.9,84.7,-51.8,593.1,3.5,0.1,0.0,,NONE
4,103,4,97.42,3899.0,33.8,84.7,-50.9,594.8,3.73,0.1,0.0,,NONE
4,104,4,97.42,3899.0,34.7,84.7,-50.0,593.5,3.9,0.1,0.0,,NONE
4,105,4,97.42,3899.0,35.7,84.7,-49.0,594.3,4.1,0.1,0.0,,NONE
4,106,4,97.42,3899.0,36.7,84.8,-48.1,594.3,4.31,0.1,0.0,,NONE
4,107,4,97.42,3899.0,37.7,84.9,-47.2,597.0,4.49,0.1,0.0,,NONE
4,108,4,97.42,3899.0,38.6,84.8,-46.2,596.1,4.74,0.1,0.0,,NONE
4,109,4,97.42,3899.0,39.7,84.9,-45.2,597.1,4.89,0.1,0.0,,NONE
4,110,4,97.42,3899.0,40.7,85.1,-44.4,596.9,5.11,0.1,0.0,,NONE
4,111,4,97.42,3899.0,41.6,85.0,-43.4,596.3,5.33,0.1,0.0,,NONE
4,112,4,97.42,3899.0,42.5,85.0,-42.5,594.6,5.52,0.1,0.0,,NONE
4,113,4,97.42,3899.0,43.5,85.1,-41.6,595.3,5.69,0.1,0.0,,NONE
4,114,4,97.42,3899.0,44.5,85.0,-40.5,595.6,5.88,0.1,0.0,,NONE
4,115,4,97.42,3899.0,45.5,85.0,-39.5,597.5,6.1,0.1,0.0,,NONE
4,116,4,97.42,3899.0,46.5,84.9,-38.4,597.4,6.29,0.1,0.0,,NONE
4,117,4,97.42,3899.0,47.6,85.0,-37.4,597.9,6.5,0.1,0.0,,NONE
4,118,4,97.42,3899.0,48.8,85.0,-36.2,598.6,6.72,0.1,0.0,,NONE
4,119,4,97.42,3899.0,49.8,85.0,-35.2,600.6,6.93,0.1,0.0,,NONE
4,120,4,97.42,3899.0,50.7,85.0,-34.3,598.5,7.13,0.1,0.0,,NONE
