batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
13,0,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,1,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,2,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,3,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,4,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,5,1,97.742,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
13,6,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,7,1,97.742,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,NONE
13,8,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,9,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,10,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,11,1,97.742,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,NONE
13,12,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,13,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,14,1,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,15,2,97.742,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,NONE
13,16,2,97.742,88.6,25.2,25.2,0.0,0.0,1.02,0.0,0.0,,NONE
13,17,2,97.742,177.2,25.1,25.3,-0.2,0.0,1.02,0.0,0.0,,NONE
13,18,2,97.742,265.8,25.2,25.2,0.0,0.0,1.02,0.0,0.0,,NONE
13,19,2,97.742,354.5,25.2,25.2,0.0,0.0,0.99,0.0,0.0,,NONE
13,20,2,97.742,443.1,25.1,25.1,0.0,0.0,1.0,0.0,0.0,,NONE
13,21,2,97.742,531.7,25.1,25.1,0.0,0.0,1.0,0.0,0.0,,NONE
13,22,2,97.742,620.3,25.3,25.2,0.1,0.0,0.95,0.0,0.0,,NONE
13,23,2,97.742,708.9,25.2,25.0,0.2,0.0,0.97,0.0,0.0,,NONE
13,24,2,97.742,797.5,25.1,25.0,0.1,0.0,0.97,0.0,0.0,,NONE
13,25,2,97.742,886.1,25.2,25.1,0.1,146.3,0.99,0.0,0.0,,NONE
13,26,2,97.742,974.8,25.0,25.2,-0.2,146.7,0.96,0.0,0.0,,NONE
13,27,2,97.742,1063.4,25.2,25.2,0.0,146.2,0.94,0.0,0.0,,NONE
13,28,2,97.742,1152.0,25.2,25.1,0.1,147.2,0.95,0.0,0.0,,NONE
13,29,2,97.742,1240.6,25.2,25.2,0.0,148.4,0.97,0.0,0.0,,NONE
