batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
23,0,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,1,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,2,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,3,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,4,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,5,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,6,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,7,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,8,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,9,1,98.736,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,10,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,11,1,98.736,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,12,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,13,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,14,1,98.736,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,15,2,98.736,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,FEED_PAUSE
23,16,2,98.736,88.6,24.8,25.2,-0.4,0.0,1.06,0.0,0.0,,FEED_PAUSE
23,17,2,98.736,177.2,24.8,25.2,-0.4,0.0,1.07,0.0,0.0,,FEED_PAUSE
23,18,2,98.736,265.8,25.0,25.1,-0.1,0.0,1.08,0.0,0.0,,FEED_PAUSE
23,19,2,98.736,354.5,24.8,25.0,-0.2,0.0,1.07,0.0,0.0,,FEED_PAUSE
23,20,2,98.736,443.1,25.0,25.1,-0.1,0.0,1.07,0.0,0.0,,FEED_PAUSE
23,21,2,98.736,531.7,24.8,24.9,-0.1,0.0,1.09,0.0,0.0,,FEED_PAUSE
23,22,2,98.736,620.3,24.9,25.0,-0.1,0.0,1.09,0.0,0.0,,FEED_PAUSE
23,23,2,98.736,708.9,24.9,25.1,-0.2,0.0,1.08,0.0,0.0,,FEED_PAUSE
23,24,2,98.736,797.5,25.1,25.0,0.1,0.0,1.04,0.0,0.0,,FEED_PAUSE
23,25,2,98.736,886.1,25.0,25.1,-0.1,150.0,1.02,0.0,0.0,,FEED_PAUSE
23,26,2,98.736,974.8,25.1,25.0,0.1,148.9,0.98,0.0,0.0,,FEED_PAUSE
23,27,2,98.736,1063.4,25.1,24.9,0.2,150.0,1.0,0.0,0.0,,FEED_PAUSE
23,28,2,98.736,1152.0,25.1,24.8,0.3,147.6,0.99,0.0,0.0,,FEED_PAUSE
23,29,2,98.736,1240.6,25.0,24.9,0.1,149.2,1.02,0.0,0.0,,FEED_PAUSE
23,30,2,98.736,1329.2,25.0,24.9,0.1,147.6,0.97,0.0,0.0,,FEED_PAUSE
23,31,2,98.736,1417.8,25.2,24.8,0.4,149.5,0.97,0.0,0.0,,FEED_PAUSE
23,32,2,98.736,1506.4,25.1,24.8,0.3,150.7,0.98,0.0,0.0,,FEED_PAUSE
23,33,2,98.736,1595.0,25.2,24.7,0.5,152.0,0.99,0.0,0.0,,FEED_PAUSE
23,34,2,98.736,1683.7,25.2,24.8,0.4,151.5,0.96,0.0,0.0,,FEED_PAUSE
23,35,2,98.736,1772.3,25.1,24.7,0.4,151.9,0.97,0.0,0.0,,FEED_PAUSE
23,36,2,98.736,1860.9,25.1,24.7,0.4,150.5,0.96,0.0,0.0,,FEED_PAUSE
23,37,2,98.736,1949.5,25.2,24.7,0.5,150.0,0.96,0.0,0.0,,FEED_PAUSE
23,38,2,98.736,2038.1,25.0,24.8,0.2,151.4,0.94,0.0,0.0,,FEED_PAUSE
23,39,2,98.736,2126.7,25.0,24.9,0.1,152.4,0.94,0.0,0.0,,FEED_PAUSE
23,40,2,98.736,2215.3,25.0,24.9,0.1,153.1,0.94,0.0,0.0,,FEED_PAUSE
23,41,2,98.736,2304.0,25.0,24.8,0.2,153.8,0.93,0.0,0.0,,FEED_PAUSE
23,42,2,98.736,2392.6,24.9,24.9,0.0,151.5,0.93,0.0,0.0,,FEED_PAUSE
23,43,2,98.736,2481.2,24.9,25.0,-0.1,150.5,0.99,0.0,0.0,,FEED_PAUSE
23,44,2,98.736,2569.8,25.0,24.9,0.1,151.7,0.98,0.0,0.0,,FEED_PAUSE
23,45,2,98.736,2658.4,25.0,24.8,0.2,152.8,0.97,0.0,0.0,,FEED_PAUSE
23,46,2,98.736,2747.0,25.0,24.8,0.2,150.2,0.97,0.0,0.0,,FEED_PAUSE
23,47,2,98.736,2835.6,25.1,24.8,0.3,150.3,0.94,0.0,0.0,,FEED_PAUSE
23,48,2,98.736,2924.2,25.0,24.9,0.1,150.1,0.98,0.0,0.0,,FEED_PAUSE
23,49,2,98.736,3012.9,24.9,25.1,-0.2,148.4,0.98,0.0,0.0,,FEED_PAUSE
23,50,2,98.736,3101.5,24.9,25.3,-0.4,147.5,0.95,0.0,0.0,,FEED_PAUSE
23,51,2,98.736,3190.1,25.0,25.3,-0.3,147.4,0.93,0.0,0.0,,FEED_PAUSE
