batch_id,time_step_min,current_step_id,raw_material_purity_coa,vessel_weight_kg,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
6,0,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,1,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,2,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,3,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,4,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,5,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,6,1,100.494,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,7,1,100.494,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,8,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,9,1,100.494,0.0,24.9,25.0,-0.1,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,10,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,11,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,12,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,13,1,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,14,1,100.494,0.0,25.1,25.0,0.1,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,15,2,100.494,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,,COOLING_SPIKE
6,16,2,100.494,88.6,24.7,24.7,0.0,0.0,1.05,0.0,0.0,,COOLING_SPIKE
6,17,2,100.494,177.2,24.7,24.7,0.0,0.0,1.05,0.0,0.0,,COOLING_SPIKE
6,18,2,100.494,265.8,24.9,24.7,0.2,0.0,1.02,0.0,0.0,,COOLING_SPIKE
6,19,2,100.494,354.5,24.7,24.6,0.1,0.0,1.02,0.0,0.0,,COOLING_SPIKE
6,20,2,100.494,443.1,24.9,24.7,0.2,0.0,1.02,0.0,0.0,,COOLING_SPIKE
6,21,2,100.494,531.7,24.8,24.7,0.1,0.0,1.04,0.0,0.0,,COOLING_SPIKE
6,22,2,100.494,620.3,24.9,24.7,0.2,0.0,1.07,0.0,0.0,,COOLING_SPIKE
6,23,2,100.494,708.9,25.0,24.7,0.3,0.0,1.07,0.0,0.0,,COOLING_SPIKE
6,24,2,100.494,797.5,25.0,24.8,0.2,0.0,1.07,0.0,0.0,,COOLING_SPIKE
6,25,2,100.494,886.1,25.0,24.9,0.1,151.9,1.03,0.0,0.0,,COOLING_SPIKE
6,26,2,100.494,974.8,25.0,24.8,0.2,148.5,1.03,0.0,0.0,,COOLING_SPIKE
6,27,2,100.494,1063.4,25.1,24.9,0.2,148.4,1.01,0.0,0.0,,COOLING_SPIKE
6,28,2,100.494,1152.0,25.2,25.0,0.2,148.5,1.01,0.0,0.0,,COOLING_SPIKE
